Fecha,Produccion_Monocristalina_kWh,Precio_Luz_Euro_kWh
2025-03-06,2.07,0.179
2025-03-07,2.14,0.174
2025-03-08,2.22,0.188
2025-03-09,2.32,0.219
2025-03-10,2.08,0.219
2025-03-11,2.66,0.232
2025-03-12,2.31,0.17
2025-03-13,2.42,0.212
2025-03-14,2.6,0.172
2025-03-15,2.38,0.23
2025-03-16,2.62,0.22
2025-03-17,2.36,0.198
2025-03-18,2.64,0.2
2025-03-19,2.36,0.22
2025-03-20,2.2,0.219
2025-03-21,2.37,0.206
2025-03-22,2.63,0.196
2025-03-23,2.45,0.162
2025-03-24,2.33,0.18
2025-03-25,2.63,0.209
2025-03-26,2.61,0.191
2025-03-27,2.51,0.236
2025-03-28,2.14,0.164
2025-03-29,2.22,0.224
2025-03-30,2.24,0.202
2025-03-31,2.53,0.23
2025-04-01,2.63,0.192
2025-04-02,2.7,0.19
2025-04-03,2.59,0.23
2025-04-04,2.46,0.237
2025-04-05,2.06,0.187
2025-04-06,2.62,0.196
2025-04-07,2.63,0.235
2025-04-08,2.61,0.207
2025-04-09,2.06,0.162
2025-04-10,2.23,0.224
2025-04-11,2.21,0.164
2025-04-12,2.54,0.222
2025-04-13,2.11,0.217
2025-04-14,2.33,0.174
2025-04-15,2.54,0.185
2025-04-16,2.49,0.16
2025-04-17,2.63,0.175
2025-04-18,2.44,0.169
2025-04-19,2.24,0.233
2025-04-20,2.56,0.221
2025-04-21,2.17,0.226
2025-04-22,2.54,0.194
2025-04-23,2.11,0.17
2025-04-24,2.61,0.215
2025-04-25,2.67,0.181
2025-04-26,2.65,0.205
2025-04-27,2.75,0.199
2025-04-28,2.51,0.181
2025-04-29,2.08,0.233
2025-04-30,2.34,0.219
2025-05-01,2.29,0.17
2025-05-02,2.1,0.18
2025-05-03,2.44,0.227
2025-05-04,2.75,0.196
2025-05-05,2.58,0.173
2025-05-06,2.49,0.163
2025-05-07,2.09,0.218
2025-05-08,2.64,0.193
2025-05-09,2.37,0.21
2025-05-10,2.61,0.231
2025-05-11,2.51,0.189
2025-05-12,2.49,0.198
2025-05-13,2.61,0.18
2025-05-14,2.25,0.184
2025-05-15,2.57,0.163
2025-05-16,2.11,0.191
2025-05-17,2.59,0.187
2025-05-18,2.59,0.188
2025-05-19,2.09,0.2
2025-05-20,2.72,0.188
2025-05-21,2.62,0.183
2025-05-22,2.25,0.18
2025-05-23,2.47,0.178
2025-05-24,2.63,0.18
2025-05-25,2.33,0.166
2025-05-26,2.51,0.227
2025-05-27,2.52,0.164
2025-05-28,2.67,0.227
2025-05-29,2.54,0.164
2025-05-30,2.12,0.219
2025-05-31,2.08,0.192
2025-06-01,2.22,0.221
2025-06-02,2.39,0.196
2025-06-03,2.5,0.192
2025-06-04,2.1,0.162
2025-06-05,2.1,0.182
2025-06-06,2.44,0.231
2025-06-07,2.48,0.197
2025-06-08,2.09,0.202
2025-06-09,2.14,0.172
2025-06-10,2.04,0.217
2025-06-11,2.39,0.174
2025-06-12,2.73,0.213
2025-06-13,2.14,0.238
2025-06-14,2.23,0.211
2025-06-15,2.6,0.195
2025-06-16,2.26,0.21
2025-06-17,2.08,0.17
2025-06-18,2.48,0.176
2025-06-19,2.48,0.224
2025-06-20,2.64,0.162
2025-06-21,2.4,0.199
2025-06-22,2.72,0.207
2025-06-23,2.53,0.179
2025-06-24,2.09,0.201
2025-06-25,2.5,0.18
2025-06-26,2.46,0.207
2025-06-27,2.69,0.17
2025-06-28,2.14,0.229
2025-06-29,2.17,0.214
2025-06-30,2.26,0.238
2025-07-01,2.32,0.24
2025-07-02,2.42,0.185
2025-07-03,2.64,0.232
2025-07-04,2.58,0.204
2025-07-05,2.5,0.199
2025-07-06,2.28,0.205
2025-07-07,2.51,0.186
2025-07-08,2.58,0.212
2025-07-09,2.7,0.222
2025-07-10,2.05,0.231
2025-07-11,2.45,0.182
2025-07-12,2.15,0.189
2025-07-13,2.42,0.217
2025-07-14,2.11,0.162
2025-07-15,2.4,0.178
2025-07-16,2.75,0.206
2025-07-17,2.74,0.169
2025-07-18,2.3,0.176
2025-07-19,2.34,0.197
2025-07-20,2.39,0.219
2025-07-21,2.44,0.162
2025-07-22,2.58,0.188
2025-07-23,2.42,0.238
2025-07-24,2.14,0.17
2025-07-25,2.72,0.208
2025-07-26,2.56,0.23
2025-07-27,2.7,0.239
2025-07-28,2.26,0.228
2025-07-29,2.29,0.166
2025-07-30,2.58,0.237
2025-07-31,2.26,0.204
2025-08-01,2.18,0.239
2025-08-02,2.33,0.2
2025-08-03,2.6,0.23
2025-08-04,2.56,0.217
2025-08-05,2.46,0.172
2025-08-06,2.73,0.23
2025-08-07,2.49,0.211
2025-08-08,2.04,0.185
2025-08-09,2.53,0.204
2025-08-10,2.57,0.224
2025-08-11,2.68,0.186
2025-08-12,2.51,0.239
2025-08-13,2.51,0.169
2025-08-14,2.17,0.229
2025-08-15,2.52,0.166
2025-08-16,2.53,0.181
2025-08-17,2.18,0.233
2025-08-18,2.32,0.206
2025-08-19,2.63,0.23
2025-08-20,2.41,0.166
2025-08-21,2.35,0.216
2025-08-22,2.19,0.167
2025-08-23,2.25,0.17
2025-08-24,2.32,0.165
2025-08-25,2.24,0.173
2025-08-26,2.59,0.177
2025-08-27,2.74,0.219
2025-08-28,2.43,0.175
2025-08-29,2.27,0.222
2025-08-30,2.74,0.184
2025-08-31,2.75,0.187
2025-09-01,2.39,0.17
2025-09-02,2.34,0.207
2025-09-03,2.29,0.182
2025-09-04,2.15,0.232
2025-09-05,2.27,0.185
2025-09-06,2.21,0.237
2025-09-07,2.38,0.204
2025-09-08,2.47,0.191
2025-09-09,2.7,0.171
2025-09-10,2.57,0.172
2025-09-11,2.32,0.198
2025-09-12,2.5,0.199
2025-09-13,2.72,0.167
2025-09-14,2.59,0.213
2025-09-15,2.58,0.238
2025-09-16,2.65,0.205
2025-09-17,2.61,0.21
2025-09-18,2.55,0.188
2025-09-19,2.68,0.173
2025-09-20,2.72,0.203
2025-09-21,2.3,0.197
2025-09-22,2.52,0.201
2025-09-23,2.75,0.194
2025-09-24,2.74,0.181
2025-09-25,2.06,0.191
2025-09-26,2.48,0.166
2025-09-27,2.11,0.164
2025-09-28,2.06,0.209
2025-09-29,2.67,0.165
2025-09-30,2.54,0.22
2025-10-01,2.51,0.164
2025-10-02,2.37,0.201
2025-10-03,2.05,0.239
2025-10-04,2.5,0.179
2025-10-05,2.27,0.22
2025-10-06,2.15,0.193
2025-10-07,2.57,0.23
2025-10-08,2.37,0.196
2025-10-09,2.18,0.217
2025-10-10,2.23,0.177
2025-10-11,2.7,0.228
2025-10-12,2.72,0.181
2025-10-13,2.05,0.168
2025-10-14,2.73,0.23
2025-10-15,2.31,0.217
2025-10-16,2.53,0.22
2025-10-17,2.49,0.232
2025-10-18,2.24,0.173
2025-10-19,2.51,0.182
2025-10-20,2.7,0.228
2025-10-21,2.7,0.224
2025-10-22,2.5,0.165
2025-10-23,2.61,0.182
2025-10-24,2.43,0.185
2025-10-25,2.76,0.175
2025-10-26,2.68,0.162
2025-10-27,2.63,0.164
2025-10-28,2.7,0.22
2025-10-29,2.73,0.183
2025-10-30,2.05,0.202
2025-10-31,2.47,0.237
2025-11-01,2.56,0.179
2025-11-02,2.08,0.206
2025-11-03,2.37,0.197
2025-11-04,2.21,0.225
2025-11-05,2.12,0.219
2025-11-06,2.34,0.204
2025-11-07,2.07,0.172
2025-11-08,2.44,0.174
2025-11-09,2.41,0.162
2025-11-10,2.08,0.162
2025-11-11,2.33,0.171
2025-11-12,2.42,0.213
2025-11-13,2.11,0.185
2025-11-14,2.48,0.205
2025-11-15,2.68,0.174
2025-11-16,2.25,0.21
2025-11-17,2.74,0.215
2025-11-18,2.15,0.179
2025-11-19,2.65,0.213
2025-11-20,2.68,0.232
2025-11-21,2.54,0.182
2025-11-22,2.26,0.172
2025-11-23,2.18,0.197
2025-11-24,2.24,0.199
2025-11-25,2.27,0.227
2025-11-26,2.58,0.172
2025-11-27,2.71,0.219
2025-11-28,2.19,0.222
2025-11-29,2.57,0.201
2025-11-30,2.59,0.196
2025-12-01,2.59,0.226
2025-12-02,2.37,0.204
2025-12-03,2.39,0.167
2025-12-04,2.31,0.238
2025-12-05,2.25,0.194
2025-12-06,2.73,0.236
2025-12-07,2.22,0.239
2025-12-08,2.3,0.2
2025-12-09,2.72,0.196
2025-12-10,2.25,0.187
2025-12-11,2.36,0.225
2025-12-12,2.49,0.171
2025-12-13,2.29,0.23
2025-12-14,2.08,0.177
2025-12-15,2.31,0.234
2025-12-16,2.1,0.223
2025-12-17,2.52,0.218
2025-12-18,2.45,0.212
2025-12-19,2.19,0.227
2025-12-20,2.35,0.21
2025-12-21,2.67,0.18
2025-12-22,2.57,0.225
2025-12-23,2.67,0.205
2025-12-24,2.51,0.195
2025-12-25,2.6,0.166
2025-12-26,2.18,0.164
2025-12-27,2.74,0.225
2025-12-28,2.19,0.216
2025-12-29,2.52,0.161
2025-12-30,2.64,0.233
2025-12-31,2.73,0.203
