Fecha,Produccion_Monocristalina_kWh,Precio_Luz_Euro_kWh
2021-04-25,2.19,0.142
2021-04-26,1.88,0.14
2021-04-27,2.28,0.138
2021-04-28,1.79,0.148
2021-04-29,2.01,0.137
2021-04-30,2.28,0.14
2021-05-01,1.8,0.125
2021-05-02,1.89,0.124
2021-05-03,1.98,0.137
2021-05-04,1.93,0.14
2021-05-05,2.04,0.148
2021-05-06,1.98,0.15
2021-05-07,1.95,0.146
2021-05-08,2.12,0.145
2021-05-09,2.02,0.14
2021-05-10,1.88,0.122
2021-05-11,2.29,0.158
2021-05-12,2.1,0.131
2021-05-13,2.23,0.138
2021-05-14,2.17,0.12
2021-05-15,2.08,0.139
2021-05-16,2.19,0.143
2021-05-17,1.86,0.15
2021-05-18,1.86,0.144
2021-05-19,2.04,0.146
2021-05-20,2.09,0.138
2021-05-21,2.28,0.134
2021-05-22,1.77,0.143
2021-05-23,1.71,0.143
2021-05-24,1.99,0.147
2021-05-25,2.05,0.158
2021-05-26,2.25,0.138
2021-05-27,1.74,0.133
2021-05-28,2.23,0.149
2021-05-29,1.74,0.123
2021-05-30,1.84,0.147
2021-05-31,2.18,0.136
2021-06-01,2.12,0.16
2021-06-02,2.02,0.149
2021-06-03,1.73,0.157
2021-06-04,1.82,0.146
2021-06-05,2.05,0.125
2021-06-06,1.88,0.153
2021-06-07,2.18,0.125
2021-06-08,2.2,0.127
2021-06-09,2.23,0.123
2021-06-10,2.03,0.145
2021-06-11,2.03,0.121
2021-06-12,1.85,0.141
2021-06-13,1.99,0.156
2021-06-14,1.99,0.15
2021-06-15,2.19,0.128
2021-06-16,1.7,0.12
2021-06-17,1.8,0.124
2021-06-18,2.26,0.143
2021-06-19,2.28,0.139
2021-06-20,1.79,0.137
2021-06-21,1.89,0.125
2021-06-22,1.98,0.145
2021-06-23,1.87,0.126
2021-06-24,1.94,0.14
2021-06-25,2.19,0.123
2021-06-26,1.9,0.151
2021-06-27,2.25,0.131
2021-06-28,1.93,0.124
2021-06-29,1.72,0.15
2021-06-30,2.27,0.144
2021-07-01,2.1,0.147
2021-07-02,2.15,0.146
2021-07-03,1.99,0.137
2021-07-04,1.76,0.148
2021-07-05,1.79,0.134
2021-07-06,2.24,0.13
2021-07-07,2.29,0.127
2021-07-08,2.23,0.125
2021-07-09,2.2,0.15
2021-07-10,1.72,0.153
2021-07-11,1.78,0.127
2021-07-12,2.02,0.141
2021-07-13,2.13,0.128
2021-07-14,1.7,0.153
2021-07-15,2.3,0.12
2021-07-16,2.02,0.149
2021-07-17,2.04,0.156
2021-07-18,1.96,0.124
2021-07-19,1.71,0.155
2021-07-20,1.94,0.158
2021-07-21,1.81,0.14
2021-07-22,1.89,0.144
2021-07-23,2.16,0.141
2021-07-24,2.05,0.159
2021-07-25,2.22,0.132
2021-07-26,2.18,0.16
2021-07-27,1.83,0.12
2021-07-28,2.04,0.144
2021-07-29,2.24,0.142
2021-07-30,2.11,0.139
2021-07-31,1.89,0.145
2021-08-01,1.92,0.151
2021-08-02,1.91,0.137
2021-08-03,1.71,0.147
2021-08-04,2.15,0.134
2021-08-05,1.83,0.143
2021-08-06,2.26,0.122
2021-08-07,1.95,0.127
2021-08-08,2.13,0.139
2021-08-09,1.8,0.139
2021-08-10,1.8,0.156
2021-08-11,1.86,0.151
2021-08-12,1.88,0.157
2021-08-13,1.97,0.149
2021-08-14,1.86,0.144
2021-08-15,1.93,0.153
2021-08-16,1.93,0.149
2021-08-17,2.08,0.144
2021-08-18,1.9,0.15
2021-08-19,1.75,0.143
2021-08-20,1.81,0.15
2021-08-21,2.18,0.132
2021-08-22,2.04,0.155
2021-08-23,1.93,0.158
2021-08-24,2.13,0.149
2021-08-25,2.09,0.131
2021-08-26,1.91,0.15
2021-08-27,1.73,0.143
2021-08-28,2.07,0.136
2021-08-29,2.19,0.122
2021-08-30,2.16,0.122
2021-08-31,2.02,0.127
2021-09-01,1.8,0.159
2021-09-02,1.99,0.159
2021-09-03,1.85,0.149
2021-09-04,1.83,0.147
2021-09-05,1.92,0.13
2021-09-06,1.85,0.144
2021-09-07,2.2,0.137
2021-09-08,2.15,0.157
2021-09-09,1.72,0.15
2021-09-10,1.73,0.139
2021-09-11,1.87,0.134
2021-09-12,2.26,0.144
2021-09-13,2.08,0.132
2021-09-14,2.26,0.15
2021-09-15,1.89,0.122
2021-09-16,1.73,0.15
2021-09-17,1.79,0.159
2021-09-18,1.76,0.129
2021-09-19,2.2,0.141
2021-09-20,1.79,0.147
2021-09-21,2.14,0.143
2021-09-22,2.03,0.146
2021-09-23,2.25,0.152
2021-09-24,2.07,0.159
2021-09-25,2.3,0.15
2021-09-26,1.85,0.14
2021-09-27,2.2,0.141
2021-09-28,2.0,0.126
2021-09-29,1.72,0.152
2021-09-30,1.92,0.144
2021-10-01,1.92,0.128
2021-10-02,1.7,0.153
2021-10-03,1.98,0.128
2021-10-04,2.17,0.154
2021-10-05,1.91,0.137
2021-10-06,1.77,0.154
2021-10-07,1.95,0.156
2021-10-08,2.18,0.151
2021-10-09,2.03,0.16
2021-10-10,2.19,0.125
2021-10-11,1.86,0.154
2021-10-12,1.96,0.126
2021-10-13,2.21,0.147
2021-10-14,2.05,0.139
2021-10-15,1.83,0.126
2021-10-16,1.97,0.121
2021-10-17,2.17,0.126
2021-10-18,2.09,0.123
2021-10-19,2.07,0.14
2021-10-20,2.22,0.13
2021-10-21,1.93,0.136
2021-10-22,1.73,0.127
2021-10-23,2.08,0.157
2021-10-24,2.06,0.145
2021-10-25,1.87,0.153
2021-10-26,1.82,0.152
2021-10-27,2.17,0.131
2021-10-28,2.16,0.133
2021-10-29,2.05,0.126
2021-10-30,1.78,0.13
2021-10-31,1.97,0.131
2021-11-01,1.71,0.125
2021-11-02,1.77,0.122
2021-11-03,2.1,0.151
2021-11-04,2.14,0.126
2021-11-05,2.29,0.136
2021-11-06,1.95,0.137
2021-11-07,2.2,0.122
2021-11-08,2.09,0.132
2021-11-09,1.95,0.154
2021-11-10,2.24,0.15
2021-11-11,1.82,0.143
2021-11-12,2.29,0.147
2021-11-13,1.71,0.154
2021-11-14,2.17,0.143
2021-11-15,1.88,0.154
2021-11-16,2.27,0.152
2021-11-17,1.81,0.124
2021-11-18,2.27,0.155
2021-11-19,1.74,0.158
2021-11-20,1.85,0.131
2021-11-21,2.02,0.12
2021-11-22,1.86,0.144
2021-11-23,1.85,0.131
2021-11-24,2.01,0.152
2021-11-25,1.86,0.132
2021-11-26,1.81,0.129
2021-11-27,2.05,0.151
2021-11-28,2.26,0.134
2021-11-29,1.97,0.146
2021-11-30,1.71,0.126
2021-12-01,1.98,0.134
2021-12-02,2.2,0.147
2021-12-03,1.85,0.13
2021-12-04,2.18,0.134
2021-12-05,2.2,0.136
2021-12-06,2.05,0.144
2021-12-07,2.01,0.14
2021-12-08,2.05,0.121
2021-12-09,2.25,0.132
2021-12-10,2.16,0.14
2021-12-11,1.86,0.16
2021-12-12,2.07,0.158
2021-12-13,1.92,0.154
2021-12-14,1.99,0.149
2021-12-15,1.72,0.157
2021-12-16,2.26,0.148
2021-12-17,2.27,0.155
2021-12-18,2.16,0.143
2021-12-19,2.14,0.134
2021-12-20,1.87,0.151
2021-12-21,2.04,0.128
2021-12-22,1.97,0.122
2021-12-23,1.88,0.131
2021-12-24,2.29,0.152
2021-12-25,1.77,0.158
2021-12-26,1.71,0.156
2021-12-27,2.07,0.147
2021-12-28,2.12,0.12
2021-12-29,1.72,0.153
2021-12-30,1.88,0.126
2021-12-31,2.02,0.138
